"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Muskegon County, MI"	"26121"	"2009"	"2009"	179	172755	103.6	88.4	118.8	96.7	82.4	111.1
	"Muskegon County, MI"	"26121"	"2010"	"2010"	198	172188	115.0	99.0	131.0	107.8	92.5	123.0
	"Muskegon County, MI"	"26121"	"2011"	"2011"	173	171302	101.0	85.9	116.0	94.1	79.8	108.4
	"Muskegon County, MI"	"26121"	"2012"	"2012"	162	170182	95.2	80.5	109.9	87.9	74.1	101.7
	"Muskegon County, MI"	"26121"	"2013"	"2013"	217	171008	126.9	110.0	143.8	115.9	100.2	131.7
	"Newaygo County, MI"	"26123"	"2009"	"2009"	41	48649	84.3	60.5	114.3	81.3	57.8	111.1
	"Newaygo County, MI"	"26123"	"2010"	"2010"	51	48460	105.2	78.4	138.4	101.0	74.7	133.5
	"Newaygo County, MI"	"26123"	"2011"	"2011"	58	48352	120.0	91.1	155.1	114.5	86.2	149.0
	"Newaygo County, MI"	"26123"	"2012"	"2012"	51	47959	106.3	79.2	139.8	99.9	73.7	132.5
	"Newaygo County, MI"	"26123"	"2013"	"2013"	48	48001	100.0	73.7	132.6	89.4	65.2	119.6
	"Oakland County, MI"	"26125"	"2009"	"2009"	1105	1200890	92.0	86.6	97.4	84.6	79.5	89.7
	"Oakland County, MI"	"26125"	"2010"	"2010"	1151	1202362	95.7	90.2	101.3	87.4	82.3	92.6
	"Oakland County, MI"	"26125"	"2011"	"2011"	1302	1210145	107.6	101.7	113.4	96.5	91.2	101.9
	"Oakland County, MI"	"26125"	"2012"	"2012"	1368	1220657	112.1	106.1	118.0	99.2	93.8	104.6
	"Oakland County, MI"	"26125"	"2013"	"2013"	1253	1231640	101.7	96.1	107.4	89.1	84.1	94.2
	"Oceana County, MI"	"26127"	"2009"	"2009"	30	26779	112.0	75.6	159.9	102.7	68.8	147.5
	"Oceana County, MI"	"26127"	"2010"	"2010"	31	26570	116.7	79.3	165.6	115.4	77.3	165.8
	"Oceana County, MI"	"26127"	"2011"	"2011"	23	26523	86.7	55.0	130.1	83.7	51.8	128.0
	"Oceana County, MI"	"26127"	"2012"	"2012"	37	26310	140.6	99.0	193.8	131.6	91.1	183.8
	"Oceana County, MI"	"26127"	"2013"	"2013"	33	26245	125.7	86.6	176.6	116.2	78.4	165.9
	"Ogemaw County, MI"	"26129"	"2009"	"2009"	16	21856	Unreliable	41.8	118.9	Unreliable	33.8	103.6
	"Ogemaw County, MI"	"26129"	"2010"	"2010"	27	21699	124.4	82.0	181.0	97.7	62.6	145.4
	"Ogemaw County, MI"	"26129"	"2011"	"2011"	25	21570	115.9	75.0	171.1	90.0	55.7	137.6
	"Ogemaw County, MI"	"26129"	"2012"	"2012"	38	21437	177.3	125.4	243.3	128.8	89.2	180.0
	"Ogemaw County, MI"	"26129"	"2013"	"2013"	36	21234	169.5	118.7	234.7	137.2	92.6	195.9
	"Ontonagon County, MI"	"26131"	"2009"	"2009"	10	6828	Unreliable	70.2	269.3	Unreliable	40.7	208.4
	"Ontonagon County, MI"	"26131"	"2010"	"2010"	11	6780	Unreliable	81.0	290.3	Unreliable	55.5	253.1
	"Ontonagon County, MI"	"26131"	"2011"	"2011"	14	6598	Unreliable	116.0	356.0	Unreliable	91.3	350.3
	"Osceola County, MI"	"26133"	"2009"	"2009"	20	23522	85.0	51.9	131.3	79.5	47.8	124.1
	"Osceola County, MI"	"26133"	"2010"	"2010"	12	23528	Unreliable	26.4	89.1	Unreliable	23.1	78.1
	"Osceola County, MI"	"26133"	"2011"	"2011"	20	23510	85.1	52.0	131.4	87.6	52.7	136.8
	"Osceola County, MI"	"26133"	"2012"	"2012"	31	23276	133.2	90.5	189.0	115.2	77.1	165.4
	"Osceola County, MI"	"26133"	"2013"	"2013"	22	23259	94.6	59.3	143.2	89.9	54.9	138.8
	"Oscoda County, MI"	"26135"	"2009"	"2009"	13	8717	Unreliable	79.4	255.0	Unreliable	62.8	240.8
	"Oscoda County, MI"	"26135"	"2010"	"2010"	15	8640	Unreliable	97.2	286.3	Unreliable	78.1	263.9
	"Oscoda County, MI"	"26135"	"2011"	"2011"	11	8608	Unreliable	63.8	228.6	Unreliable	54.5	226.1
	"Oscoda County, MI"	"26135"	"2012"	"2012"	13	8592	Unreliable	80.6	258.7	Unreliable	57.4	205.9
	"Oscoda County, MI"	"26135"	"2013"	"2013"	12	8379	Unreliable	74.0	250.2	Unreliable	51.4	213.2
	"Otsego County, MI"	"26137"	"2009"	"2009"	25	24190	103.3	66.9	152.6	106.7	68.4	158.7
	"Otsego County, MI"	"26137"	"2010"	"2010"	21	24164	86.9	53.8	132.8	76.9	46.3	120.0
	"Otsego County, MI"	"26137"	"2011"	"2011"	24	24078	99.7	63.9	148.3	88.3	55.3	133.7
	"Otsego County, MI"	"26137"	"2012"	"2012"	23	24020	95.8	60.7	143.7	72.2	45.2	109.3
	"Otsego County, MI"	"26137"	"2013"	"2013"	28	24129	116.0	77.1	167.7	113.1	73.2	167.0
	"Ottawa County, MI"	"26139"	"2009"	"2009"	190	262879	72.3	62.0	82.6	74.2	63.6	84.9
	"Ottawa County, MI"	"26139"	"2010"	"2010"	239	263801	90.6	79.1	102.1	88.5	77.1	99.8
	"Ottawa County, MI"	"26139"	"2011"	"2011"	243	266300	91.3	79.8	102.7	89.1	77.7	100.4
	"Ottawa County, MI"	"26139"	"2012"	"2012"	253	269099	94.0	82.4	105.6	89.2	78.0	100.3
	"Ottawa County, MI"	"26139"	"2013"	"2013"	268	272701	98.3	86.5	110.0	89.7	78.8	100.7
	"Presque Isle County, MI"	"26141"	"2009"	"2009"	18	13505	Unreliable	79.0	210.6	Unreliable	62.1	199.4
	"Presque Isle County, MI"	"26141"	"2010"	"2010"	31	13376	231.8	157.5	329.0	172.4	106.7	263.5
	"Presque Isle County, MI"	"26141"	"2011"	"2011"	15	13155	Unreliable	63.8	188.1	Unreliable	34.4	123.3
	"Presque Isle County, MI"	"26141"	"2012"	"2012"	14	13129	Unreliable	58.3	178.9	Unreliable	38.1	146.2
	"Presque Isle County, MI"	"26141"	"2013"	"2013"	22	13062	168.4	105.6	255.0	123.9	69.3	204.3
	"Roscommon County, MI"	"26143"	"2009"	"2009"	22	24499	89.8	56.3	136.0	77.5	45.2	124.1
	"Roscommon County, MI"	"26143"	"2010"	"2010"	34	24449	139.1	96.3	194.3	109.9	71.8	161.0
	"Roscommon County, MI"	"26143"	"2011"	"2011"	32	24414	131.1	89.7	185.0	110.5	70.1	165.9
	"Roscommon County, MI"	"26143"	"2012"	"2012"	30	24106	124.5	84.0	177.7	110.2	68.2	168.5
	"Roscommon County, MI"	"26143"	"2013"	"2013"	47	24014	195.7	143.8	260.3	123.1	85.7	171.1
	"Saginaw County, MI"	"26145"	"2009"	"2009"	201	200835	100.1	86.2	113.9	89.0	76.3	101.6
	"Saginaw County, MI"	"26145"	"2010"	"2010"	199	200169	99.4	85.6	113.2	85.4	73.2	97.6
	"Saginaw County, MI"	"26145"	"2011"	"2011"	237	199088	119.0	103.9	134.2	101.9	88.5	115.3
	"Saginaw County, MI"	"26145"	"2012"	"2012"	260	198353	131.1	115.1	147.0	116.4	101.8	131.0
	"Saginaw County, MI"	"26145"	"2013"	"2013"	261	196542	132.8	116.7	148.9	113.0	98.7	127.3
	"St. Clair County, MI"	"26147"	"2009"	"2009"	182	164011	111.0	94.8	127.1	107.7	91.7	123.6
	"St. Clair County, MI"	"26147"	"2010"	"2010"	184	163040	112.9	96.5	129.2	104.8	89.3	120.4
	"St. Clair County, MI"	"26147"	"2011"	"2011"	171	161642	105.8	89.9	121.6	95.0	80.3	109.7
	"St. Clair County, MI"	"26147"	"2012"	"2012"	186	160644	115.8	99.1	132.4	108.2	92.1	124.2
	"St. Clair County, MI"	"26147"	"2013"	"2013"	189	160469	117.8	101.0	134.6	106.2	90.5	121.8
	"St. Joseph County, MI"	"26149"	"2009"	"2009"	45	61417	73.3	53.4	98.0	70.0	50.9	94.0
	"St. Joseph County, MI"	"26149"	"2010"	"2010"	50	61295	81.6	60.5	107.5	82.6	60.9	109.6
	"St. Joseph County, MI"	"26149"	"2011"	"2011"	47	61136	76.9	56.5	102.2	71.4	51.9	95.9
	"St. Joseph County, MI"	"26149"	"2012"	"2012"	61	60796	100.3	76.7	128.9	89.8	68.0	116.3
	"St. Joseph County, MI"	"26149"	"2013"	"2013"	61	60964	100.1	76.5	128.5	89.5	67.8	116.0
	"Sanilac County, MI"	"26151"	"2009"	"2009"	41	43319	94.6	67.9	128.4	87.8	62.1	120.5
	"Sanilac County, MI"	"26151"	"2010"	"2010"	41	43114	95.1	68.2	129.0	82.2	58.1	112.8
	"Sanilac County, MI"	"26151"	"2011"	"2011"	42	42605	98.6	71.0	133.3	89.5	63.3	122.8
	"Sanilac County, MI"	"26151"	"2012"	"2012"	50	42268	118.3	87.8	156.0	101.9	74.0	136.8
	"Sanilac County, MI"	"26151"	"2013"	"2013"	43	41823	102.8	74.4	138.5	88.0	62.6	120.4
	"Schoolcraft County, MI"	"26153"	"2009"	"2009"	10	8487	Unreliable	56.5	216.7	Unreliable	51.8	215.2
	"Schoolcraft County, MI"	"26153"	"2011"	"2011"	10	8490	Unreliable	56.5	216.6	Unreliable	55.2	251.9
	"Shiawassee County, MI"	"26155"	"2009"	"2009"	86	70710	121.6	97.3	150.2	115.0	91.6	142.6
	"Shiawassee County, MI"	"26155"	"2010"	"2010"	94	70648	133.1	107.5	162.8	122.6	98.6	150.7
	"Shiawassee County, MI"	"26155"	"2011"	"2011"	81	69841	116.0	92.1	144.1	107.2	84.8	133.8
	"Shiawassee County, MI"	"26155"	"2012"	"2012"	95	69232	137.2	111.0	167.7	120.0	96.6	147.3
	"Shiawassee County, MI"	"26155"	"2013"	"2013"	109	68900	158.2	128.5	187.9	135.8	109.7	161.9
	"Tuscola County, MI"	"26157"	"2009"	"2009"	55	55901	98.4	74.1	128.1	86.8	65.0	113.5
	"Tuscola County, MI"	"26157"	"2010"	"2010"	62	55729	111.3	85.3	142.6	98.9	75.3	127.5
	"Tuscola County, MI"	"26157"	"2011"	"2011"	62	55422	111.9	85.8	143.4	97.5	74.2	125.8
	"Tuscola County, MI"	"26157"	"2012"	"2012"	73	54662	133.5	104.7	167.9	116.4	90.4	147.6
	"Tuscola County, MI"	"26157"	"2013"	"2013"	61	54263	112.4	86.0	144.4	101.2	76.6	131.1
	"Van Buren County, MI"	"26159"	"2009"	"2009"	89	76581	116.2	93.3	143.0	112.3	89.9	138.7
	"Van Buren County, MI"	"26159"	"2010"	"2010"	92	76258	120.6	97.3	148.0	121.2	97.4	149.2
	"Van Buren County, MI"	"26159"	"2011"	"2011"	80	76131	105.1	83.3	130.8	102.6	80.9	128.2
	"Van Buren County, MI"	"26159"	"2012"	"2012"	87	75454	115.3	92.4	142.2	113.5	90.4	140.7
	"Van Buren County, MI"	"26159"	"2013"	"2013"	97	75455	128.6	104.2	156.8	115.0	92.8	140.9
	"Washtenaw County, MI"	"26161"	"2009"	"2009"	255	343520	74.2	65.1	83.3	80.7	70.6	90.8
	"Washtenaw County, MI"	"26161"	"2010"	"2010"	293	344791	85.0	75.2	94.7	94.2	83.2	105.2
	"Washtenaw County, MI"	"26161"	"2011"	"2011"	298	347962	85.6	75.9	95.4	90.5	80.0	101.0
	"Washtenaw County, MI"	"26161"	"2012"	"2012"	289	350946	82.3	72.9	91.8	87.6	77.3	98.0
	"Washtenaw County, MI"	"26161"	"2013"	"2013"	278	354240	78.5	69.3	87.7	80.7	71.0	90.4
	"Wayne County, MI"	"26163"	"2009"	"2009"	2227	1837536	121.2	116.2	126.2	117.1	112.2	122.0
	"Wayne County, MI"	"26163"	"2010"	"2010"	2172	1820584	119.3	114.3	124.3	113.6	108.8	118.5
	"Wayne County, MI"	"26163"	"2011"	"2011"	2106	1802096	116.9	111.9	121.9	111.9	107.0	116.7
	"Wayne County, MI"	"26163"	"2012"	"2012"	2192	1792365	122.3	117.2	127.4	116.0	111.1	120.9
	"Wayne County, MI"	"26163"	"2013"	"2013"	2206	1775273	124.3	119.1	129.4	116.8	111.8	121.7
	"Wexford County, MI"	"26165"	"2009"	"2009"	32	32658	98.0	67.0	138.3	95.2	64.7	135.1
	"Wexford County, MI"	"26165"	"2010"	"2010"	37	32735	113.0	79.6	155.8	103.8	72.3	144.4
	"Wexford County, MI"	"26165"	"2011"	"2011"	39	32718	119.2	84.8	163.0	109.7	76.8	151.9
	"Wexford County, MI"	"26165"	"2012"	"2012"	47	32608	144.1	105.9	191.7	128.1	93.1	172.0
	"Wexford County, MI"	"26165"	"2013"	"2013"	46	32645	140.9	103.2	188.0	118.9	86.1	160.2
	"Aitkin County, MN"	"27001"	"2009"	"2009"	22	16168	136.1	85.3	206.0	107.3	62.5	171.8
	"Aitkin County, MN"	"27001"	"2010"	"2010"	21	16202	129.6	80.2	198.1	95.5	54.6	155.1
	"Aitkin County, MN"	"27001"	"2011"	"2011"	22	16220	135.6	85.0	205.4	96.3	55.0	156.3
	"Aitkin County, MN"	"27001"	"2012"	"2012"	24	15927	150.7	96.5	224.2	98.5	58.4	155.7
	"Aitkin County, MN"	"27001"	"2013"	"2013"	37	15742	235.0	165.5	324.0	143.3	95.2	207.0
	"Anoka County, MN"	"27003"	"2009"	"2009"	221	329635	67.0	58.2	75.9	84.9	73.2	96.5
	"Anoka County, MN"	"27003"	"2010"	"2010"	273	330844	82.5	72.7	92.3	102.6	90.0	115.2
	"Anoka County, MN"	"27003"	"2011"	"2011"	308	333140	92.5	82.1	102.8	112.1	99.2	125.0
	"Anoka County, MN"	"27003"	"2012"	"2012"	314	336414	93.3	83.0	103.7	107.2	95.0	119.4
	"Anoka County, MN"	"27003"	"2013"	"2013"	303	339534	89.2	79.2	99.3	102.8	90.9	114.6
	"Becker County, MN"	"27005"	"2009"	"2009"	42	32407	129.6	93.4	175.2	114.8	81.3	157.6
	"Becker County, MN"	"27005"	"2010"	"2010"	51	32504	156.9	116.8	206.3	125.6	92.3	167.0
	"Becker County, MN"	"27005"	"2011"	"2011"	51	32778	155.6	115.8	204.6	129.0	94.8	171.5
	"Becker County, MN"	"27005"	"2012"	"2012"	58	33000	175.8	133.5	227.2	147.5	110.1	193.4
	"Becker County, MN"	"27005"	"2013"	"2013"	49	33231	147.5	109.1	194.9	117.7	85.9	157.5
	"Beltrami County, MN"	"27007"	"2009"	"2009"	34	44226	76.9	53.2	107.4	71.7	49.0	101.2
	"Beltrami County, MN"	"27007"	"2010"	"2010"	41	44442	92.3	66.2	125.2	94.1	66.9	128.7
	"Beltrami County, MN"	"27007"	"2011"	"2011"	55	45264	121.5	91.5	158.2	116.1	86.4	152.6
	"Beltrami County, MN"	"27007"	"2012"	"2012"	56	45375	123.4	93.2	160.3	121.2	90.5	159.0
	"Beltrami County, MN"	"27007"	"2013"	"2013"	64	45670	140.1	107.9	179.0	134.8	102.9	173.5
	"Benton County, MN"	"27009"	"2009"	"2009"	33	38418	85.9	59.1	120.6	81.5	55.3	115.6
	"Benton County, MN"	"27009"	"2010"	"2010"	47	38451	122.2	89.8	162.5	108.1	78.5	145.1
	"Benton County, MN"	"27009"	"2011"	"2011"	53	38671	137.1	102.7	179.3	122.3	90.8	161.2
	"Benton County, MN"	"27009"	"2012"	"2012"	40	38865	102.9	73.5	140.1	89.6	63.1	123.5
	"Benton County, MN"	"27009"	"2013"	"2013"	57	39214	145.4	110.1	188.3	123.4	92.7	161.0
	"Big Stone County, MN"	"27011"	"2011"	"2011"	10	5238	Unreliable	91.6	351.1	Unreliable	36.5	186.9
	"Blue Earth County, MN"	"27013"	"2009"	"2009"	67	63565	105.4	81.7	133.9	100.4	76.9	128.7
	"Blue Earth County, MN"	"27013"	"2010"	"2010"	90	64013	140.6	113.1	172.8	120.7	96.3	149.5
	"Blue Earth County, MN"	"27013"	"2011"	"2011"	86	64384	133.6	106.8	165.0	110.1	87.3	137.0
	"Blue Earth County, MN"	"27013"	"2012"	"2012"	85	65091	130.6	104.3	161.5	116.6	92.1	145.5
	"Blue Earth County, MN"	"27013"	"2013"	"2013"	67	65528	102.2	79.2	129.8	88.8	67.9	114.0
	"Brown County, MN"	"27015"	"2009"	"2009"	28	25890	108.1	71.9	156.3	74.0	47.9	109.3
	"Brown County, MN"	"27015"	"2010"	"2010"	37	25893	142.9	100.6	197.0	95.5	64.4	136.3
	"Brown County, MN"	"27015"	"2011"	"2011"	50	25734	194.3	144.2	256.2	121.3	87.5	164.0
	"Brown County, MN"	"27015"	"2012"	"2012"	45	25425	177.0	129.1	236.8	99.0	69.7	136.4
	"Brown County, MN"	"27015"	"2013"	"2013"	42	25332	165.8	119.5	224.1	95.1	66.2	132.2
	"Carlton County, MN"	"27017"	"2009"	"2009"	50	35269	141.8	105.2	186.9	118.5	87.1	157.6
	"Carlton County, MN"	"27017"	"2010"	"2010"	59	35386	166.7	126.9	215.1	138.3	104.5	179.7
	"Carlton County, MN"	"27017"	"2011"	"2011"	58	35455	163.6	124.2	211.5	135.7	102.2	176.6
	"Carlton County, MN"	"27017"	"2012"	"2012"	66	35348	186.7	144.4	237.5	153.4	117.9	196.3
	"Carlton County, MN"	"27017"	"2013"	"2013"	61	35460	172.0	131.6	221.0	140.8	106.9	182.0
	"Carver County, MN"	"27019"	"2009"	"2009"	66	90242	73.1	56.6	93.0	88.9	68.3	113.8
	"Carver County, MN"	"27019"	"2010"	"2010"	74	91042	81.3	63.8	102.0	106.1	82.9	133.8
	"Carver County, MN"	"27019"	"2011"	"2011"	75	92638	81.0	63.7	101.5	102.3	80.1	128.9
	"Carver County, MN"	"27019"	"2012"	"2012"	89	93707	95.0	76.3	116.9	114.5	91.6	141.4
	"Carver County, MN"	"27019"	"2013"	"2013"	89	95562	93.1	74.8	114.6	107.5	85.8	132.9
	"Cass County, MN"	"27021"	"2009"	"2009"	36	28483	126.4	88.5	175.0	111.8	76.4	157.8
	"Cass County, MN"	"27021"	"2010"	"2010"	24	28567	84.0	53.8	125.0	76.5	47.4	116.9
	"Cass County, MN"	"27021"	"2011"	"2011"	39	28390	137.4	97.7	187.8	117.1	81.1	163.7
	"Cass County, MN"	"27021"	"2012"	"2012"	33	28357	116.4	80.1	163.4	111.2	73.3	161.8
	"Cass County, MN"	"27021"	"2013"	"2013"	47	28555	164.6	120.9	218.9	124.5	89.0	169.6
	"Chippewa County, MN"	"27023"	"2009"	"2009"	19	12360	Unreliable	92.6	240.1	Unreliable	64.2	182.4
	"Chippewa County, MN"	"27023"	"2010"	"2010"	20	12441	160.8	98.2	248.3	99.4	57.9	159.2
	"Chippewa County, MN"	"27023"	"2011"	"2011"	14	12319	Unreliable	62.1	190.7	Unreliable	44.7	171.4
	"Chippewa County, MN"	"27023"	"2012"	"2012"	23	12135	189.5	120.1	284.4	123.5	74.4	192.8
	"Chippewa County, MN"	"27023"	"2013"	"2013"	34	12093	281.2	194.7	392.9	168.1	110.8	244.6
	"Chisago County, MN"	"27025"	"2009"	"2009"	42	53526	78.5	56.6	106.1	83.6	60.0	113.4
	"Chisago County, MN"	"27025"	"2010"	"2010"	55	53887	102.1	76.9	132.9	105.3	79.1	137.4
	"Chisago County, MN"	"27025"	"2011"	"2011"	71	53916	131.7	102.8	166.1	131.1	102.0	166.0
	"Chisago County, MN"	"27025"	"2012"	"2012"	75	53452	140.3	110.4	175.9	136.4	106.9	171.5
	"Chisago County, MN"	"27025"	"2013"	"2013"	74	53761	137.6	108.1	172.8	128.9	100.7	162.6
	"Clay County, MN"	"27027"	"2009"	"2009"	60	58351	102.8	78.5	132.4	90.5	68.7	117.0
	"Clay County, MN"	"27027"	"2010"	"2010"	54	58999	91.5	68.8	119.4	81.6	60.7	107.3
	"Clay County, MN"	"27027"	"2011"	"2011"	67	59803	112.0	86.8	142.3	107.4	82.7	137.2
	"Clay County, MN"	"27027"	"2012"	"2012"	54	60155	89.8	67.4	117.1	80.6	60.0	106.0
	"Clay County, MN"	"27027"	"2013"	"2013"	68	60661	112.1	87.0	142.1	101.8	78.4	130.0
	"Clearwater County, MN"	"27029"	"2013"	"2013"	14	8838	Unreliable	86.6	265.8	Unreliable	64.4	217.7
	"Cook County, MN"	"27031"	"2009"	"2009"	10	5203	Unreliable	92.2	353.5	Unreliable	68.1	282.9
	"Cook County, MN"	"27031"	"2012"	"2012"	10	5185	Unreliable	92.5	354.7	Unreliable	54.5	248.8
	"Cook County, MN"	"27031"	"2013"	"2013"	10	5200	Unreliable	92.2	353.7	Unreliable	53.5	244.3
	"Cottonwood County, MN"	"27033"	"2009"	"2009"	17	11632	Unreliable	85.1	234.0	Unreliable	41.0	138.5
	"Cottonwood County, MN"	"27033"	"2010"	"2010"	18	11687	Unreliable	91.3	243.4	Unreliable	50.2	161.3
	"Cottonwood County, MN"	"27033"	"2011"	"2011"	24	11686	205.4	131.6	305.6	139.3	82.5	220.1
	"Cottonwood County, MN"	"27033"	"2012"	"2012"	21	11597	181.1	112.1	276.8	101.8	55.7	170.9
	"Cottonwood County, MN"	"27033"	"2013"	"2013"	19	11616	Unreliable	98.5	255.4	Unreliable	54.3	166.7
	"Crow Wing County, MN"	"27035"	"2009"	"2009"	89	62307	142.8	114.7	175.8	110.3	88.0	136.6
	"Crow Wing County, MN"	"27035"	"2010"	"2010"	92	62500	147.2	118.7	180.5	106.4	85.3	131.1
	"Crow Wing County, MN"	"27035"	"2011"	"2011"	91	62763	145.0	116.7	178.0	109.0	86.7	135.3
	"Crow Wing County, MN"	"27035"	"2012"	"2012"	106	62882	168.6	136.5	200.7	123.5	98.9	148.1
	"Crow Wing County, MN"	"27035"	"2013"	"2013"	123	63208	194.6	160.2	229.0	140.3	114.3	166.3
	"Dakota County, MN"	"27037"	"2009"	"2009"	333	396906	83.9	74.9	92.9	97.1	86.5	107.7
	"Dakota County, MN"	"27037"	"2010"	"2010"	381	398552	95.6	86.0	105.2	111.6	100.2	122.9
	"Dakota County, MN"	"27037"	"2011"	"2011"	420	402006	104.5	94.5	114.5	115.0	103.9	126.2
	"Dakota County, MN"	"27037"	"2012"	"2012"	386	405088	95.3	85.8	104.8	104.5	93.9	115.0
	"Dakota County, MN"	"27037"	"2013"	"2013"	401	408509	98.2	88.6	107.8	103.4	93.1	113.6
	"Dodge County, MN"	"27039"	"2009"	"2009"	26	19921	130.5	85.3	191.2	117.4	76.0	173.3
	"Dodge County, MN"	"27039"	"2010"	"2010"	11	20087	Unreliable	27.3	98.0	Unreliable	23.2	83.0
	"Dodge County, MN"	"27039"	"2011"	"2011"	22	20243	108.7	68.1	164.5	101.0	62.5	154.5
	"Dodge County, MN"	"27039"	"2012"	"2012"	36	20231	177.9	124.6	246.4	159.8	111.3	222.2
	"Dodge County, MN"	"27039"	"2013"	"2013"	19	20349	Unreliable	56.2	145.8	Unreliable	47.8	127.6
	"Douglas County, MN"	"27041"	"2009"	"2009"	48	36076	133.1	98.1	176.4	87.0	62.2	118.5
	"Douglas County, MN"	"27041"	"2010"	"2010"	40	36009	111.1	79.4	151.3	79.3	55.2	110.3
	"Douglas County, MN"	"27041"	"2011"	"2011"	56	36172	154.8	116.9	201.0	106.7	78.7	141.5
	"Douglas County, MN"	"27041"	"2012"	"2012"	60	36415	164.8	125.7	212.1	99.0	73.5	130.6
	"Douglas County, MN"	"27041"	"2013"	"2013"	53	36545	145.0	108.6	189.7	88.7	64.7	118.7
	"Faribault County, MN"	"27043"	"2009"	"2009"	19	14651	Unreliable	78.1	202.5	Unreliable	44.5	131.0
	"Faribault County, MN"	"27043"	"2010"	"2010"	30	14553	206.1	139.1	294.3	116.1	74.4	172.8
	"Faribault County, MN"	"27043"	"2011"	"2011"	33	14508	227.5	156.6	319.4	131.6	85.1	194.2
	"Faribault County, MN"	"27043"	"2012"	"2012"	38	14263	266.4	188.5	365.7	158.3	106.0	227.4
	"Faribault County, MN"	"27043"	"2013"	"2013"	30	14191	211.4	142.6	301.8	121.5	77.0	182.2
	"Fillmore County, MN"	"27045"	"2009"	"2009"	40	20921	191.2	136.6	260.4	117.5	80.9	165.0
	"Fillmore County, MN"	"27045"	"2010"	"2010"	39	20866	186.9	132.9	255.5	103.4	71.6	144.5
	"Fillmore County, MN"	"27045"	"2011"	"2011"	19	20876	Unreliable	54.8	142.1	Unreliable	37.7	107.0
	"Fillmore County, MN"	"27045"	"2012"	"2012"	40	20834	192.0	137.2	261.4	122.5	83.2	173.8
	"Fillmore County, MN"	"27045"	"2013"	"2013"	31	20835	148.8	101.1	211.2	86.3	56.4	126.4
	"Freeborn County, MN"	"27047"	"2009"	"2009"	47	31313	150.1	110.3	199.6	99.6	71.2	135.6
	"Freeborn County, MN"	"27047"	"2010"	"2010"	59	31255	188.8	143.7	243.5	108.2	80.3	142.7
	"Freeborn County, MN"	"27047"	"2011"	"2011"	63	31172	202.1	155.3	258.6	119.3	89.4	156.0
	"Freeborn County, MN"	"27047"	"2012"	"2012"	57	31054	183.6	139.0	237.8	121.2	88.8	161.7
	"Freeborn County, MN"	"27047"	"2013"	"2013"	48	30948	155.1	114.4	205.6	96.8	68.8	132.3
	"Goodhue County, MN"	"27049"	"2009"	"2009"	78	46035	169.4	133.9	211.5	125.2	97.6	158.2
	"Goodhue County, MN"	"27049"	"2010"	"2010"	83	46183	179.7	143.1	222.8	122.9	96.5	154.3
	"Goodhue County, MN"	"27049"	"2011"	"2011"	94	46217	203.4	164.4	248.9	141.9	113.0	175.9
	"Goodhue County, MN"	"27049"	"2012"	"2012"	99	46336	213.7	173.6	260.1	137.7	110.2	170.1
	"Goodhue County, MN"	"27049"	"2013"	"2013"	92	46464	198.0	159.6	242.8	134.9	107.1	167.7
	"Grant County, MN"	"27051"	"2009"	"2009"	11	6022	Unreliable	91.2	326.8	Unreliable	63.2	288.3
	"Grant County, MN"	"27051"	"2010"	"2010"	12	6018	Unreliable	103.0	348.3	Unreliable	52.3	238.9
	"Hennepin County, MN"	"27053"	"2009"	"2009"	1291	1146721	112.6	106.4	118.7	106.9	101.0	112.8
	"Hennepin County, MN"	"27053"	"2010"	"2010"	1388	1152425	120.4	114.1	126.8	112.7	106.7	118.7
	"Hennepin County, MN"	"27053"	"2011"	"2011"	1470	1168431	125.8	119.4	132.2	116.7	110.6	122.8
	"Hennepin County, MN"	"27053"	"2012"	"2012"	1578	1184576	133.2	126.6	139.8	122.5	116.3	128.7
	"Hennepin County, MN"	"27053"	"2013"	"2013"	1664	1198778	138.8	132.1	145.5	126.3	120.1	132.5
	"Houston County, MN"	"27055"	"2009"	"2009"	22	19051	115.5	72.4	174.8	76.3	47.3	116.7
	"Houston County, MN"	"27055"	"2010"	"2010"	34	19027	178.7	123.8	249.7	133.0	89.8	189.9
	"Houston County, MN"	"27055"	"2011"	"2011"	29	18916	153.3	102.7	220.2	88.6	58.4	128.8
	"Houston County, MN"	"27055"	"2012"	"2012"	31	18837	164.6	111.8	233.6	99.2	66.4	142.4
	"Houston County, MN"	"27055"	"2013"	"2013"	29	18799	154.3	103.3	221.5	110.2	70.6	163.9
	"Hubbard County, MN"	"27057"	"2009"	"2009"	21	20389	103.0	63.8	157.4	87.3	52.6	136.4
	"Hubbard County, MN"	"27057"	"2010"	"2010"	25	20428	122.4	79.2	180.7	97.8	61.3	148.1
	"Hubbard County, MN"	"27057"	"2011"	"2011"	30	20303	147.8	99.7	210.9	124.8	82.2	181.5
	"Hubbard County, MN"	"27057"	"2012"	"2012"	31	20347	152.4	103.5	216.3	110.4	72.7	160.6
	"Hubbard County, MN"	"27057"	"2013"	"2013"	25	20658	121.0	78.3	178.6	82.7	51.8	125.3
