"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Madison County, NE"	"31119"	"2018"	"2018"	67	35392	189.3	139.6
	"Merrick County, NE"	"31121"	"2015"	"2015"	12	7787	Unreliable	Unreliable
	"Merrick County, NE"	"31121"	"2016"	"2016"	11	7828	Unreliable	Unreliable
	"Merrick County, NE"	"31121"	"2018"	"2018"	11	7733	Unreliable	Unreliable
	"Morrill County, NE"	"31123"	"2016"	"2016"	11	4787	Unreliable	Unreliable
	"Morrill County, NE"	"31123"	"2018"	"2018"	14	4686	Unreliable	Unreliable
	"Nance County, NE"	"31125"	"2017"	"2017"	11	3607	Unreliable	Unreliable
	"Nemaha County, NE"	"31127"	"2016"	"2016"	10	6971	Unreliable	Unreliable
	"Nuckolls County, NE"	"31129"	"2017"	"2017"	13	4275	Unreliable	Unreliable
	"Otoe County, NE"	"31131"	"2015"	"2015"	26	15984	162.7	112.2
	"Otoe County, NE"	"31131"	"2016"	"2016"	23	16081	143.0	87.5
	"Otoe County, NE"	"31131"	"2017"	"2017"	15	16027	Unreliable	Unreliable
	"Otoe County, NE"	"31131"	"2018"	"2018"	16	15985	Unreliable	Unreliable
	"Phelps County, NE"	"31137"	"2015"	"2015"	23	9296	247.4	162.7
	"Phelps County, NE"	"31137"	"2016"	"2016"	20	9266	215.8	135.1
	"Phelps County, NE"	"31137"	"2017"	"2017"	14	9060	Unreliable	Unreliable
	"Phelps County, NE"	"31137"	"2018"	"2018"	11	8996	Unreliable	Unreliable
	"Pierce County, NE"	"31139"	"2015"	"2015"	10	7208	Unreliable	Unreliable
	"Pierce County, NE"	"31139"	"2017"	"2017"	11	7138	Unreliable	Unreliable
	"Pierce County, NE"	"31139"	"2018"	"2018"	13	7142	Unreliable	Unreliable
	"Platte County, NE"	"31141"	"2015"	"2015"	36	32847	109.6	93.1
	"Platte County, NE"	"31141"	"2016"	"2016"	40	32861	121.7	94.3
	"Platte County, NE"	"31141"	"2017"	"2017"	27	33175	81.4	64.8
	"Platte County, NE"	"31141"	"2018"	"2018"	43	33363	128.9	108.3
	"Polk County, NE"	"31143"	"2017"	"2017"	12	5328	Unreliable	Unreliable
	"Polk County, NE"	"31143"	"2018"	"2018"	14	5278	Unreliable	Unreliable
	"Red Willow County, NE"	"31145"	"2015"	"2015"	11	10829	Unreliable	Unreliable
	"Red Willow County, NE"	"31145"	"2016"	"2016"	21	10722	195.9	130.2
	"Red Willow County, NE"	"31145"	"2017"	"2017"	14	10728	Unreliable	Unreliable
	"Red Willow County, NE"	"31145"	"2018"	"2018"	14	10726	Unreliable	Unreliable
	"Richardson County, NE"	"31147"	"2015"	"2015"	17	8094	Unreliable	Unreliable
	"Richardson County, NE"	"31147"	"2016"	"2016"	12	8060	Unreliable	Unreliable
	"Richardson County, NE"	"31147"	"2018"	"2018"	18	7937	Unreliable	Unreliable
	"Saline County, NE"	"31151"	"2015"	"2015"	18	14282	Unreliable	Unreliable
	"Saline County, NE"	"31151"	"2016"	"2016"	12	14331	Unreliable	Unreliable
	"Saline County, NE"	"31151"	"2017"	"2017"	24	14441	166.2	129.4
	"Saline County, NE"	"31151"	"2018"	"2018"	16	14350	Unreliable	Unreliable
	"Sarpy County, NE"	"31153"	"2015"	"2015"	110	175692	62.6	75.1
	"Sarpy County, NE"	"31153"	"2016"	"2016"	143	179023	79.9	92.0
	"Sarpy County, NE"	"31153"	"2017"	"2017"	123	181439	67.8	79.5
	"Sarpy County, NE"	"31153"	"2018"	"2018"	151	184459	81.9	89.8
	"Saunders County, NE"	"31155"	"2015"	"2015"	39	21016	185.6	141.3
	"Saunders County, NE"	"31155"	"2016"	"2016"	35	21038	166.4	132.4
	"Saunders County, NE"	"31155"	"2017"	"2017"	32	21057	152.0	105.0
	"Saunders County, NE"	"31155"	"2018"	"2018"	34	21303	159.6	126.7
	"Scotts Bluff County, NE"	"31157"	"2015"	"2015"	46	36261	126.9	95.4
	"Scotts Bluff County, NE"	"31157"	"2016"	"2016"	53	36422	145.5	123.9
	"Scotts Bluff County, NE"	"31157"	"2017"	"2017"	63	36363	173.3	131.7
	"Scotts Bluff County, NE"	"31157"	"2018"	"2018"	51	35989	141.7	107.6
	"Seward County, NE"	"31159"	"2015"	"2015"	27	17110	157.8	132.4
	"Seward County, NE"	"31159"	"2016"	"2016"	19	17284	Unreliable	Unreliable
	"Seward County, NE"	"31159"	"2017"	"2017"	17	17161	Unreliable	Unreliable
	"Seward County, NE"	"31159"	"2018"	"2018"	14	17318	Unreliable	Unreliable
	"Sheridan County, NE"	"31161"	"2015"	"2015"	13	5220	Unreliable	Unreliable
	"Sheridan County, NE"	"31161"	"2016"	"2016"	11	5234	Unreliable	Unreliable
	"Sheridan County, NE"	"31161"	"2017"	"2017"	10	5289	Unreliable	Unreliable
	"Sheridan County, NE"	"31161"	"2018"	"2018"	11	5190	Unreliable	Unreliable
	"Thayer County, NE"	"31169"	"2015"	"2015"	11	5163	Unreliable	Unreliable
	"Thayer County, NE"	"31169"	"2016"	"2016"	14	5101	Unreliable	Unreliable
	"Thayer County, NE"	"31169"	"2017"	"2017"	15	5045	Unreliable	Unreliable
	"Thayer County, NE"	"31169"	"2018"	"2018"	16	5039	Unreliable	Unreliable
	"Thurston County, NE"	"31173"	"2015"	"2015"	13	7064	Unreliable	Unreliable
	"Thurston County, NE"	"31173"	"2016"	"2016"	13	7127	Unreliable	Unreliable
	"Thurston County, NE"	"31173"	"2017"	"2017"	16	7223	Unreliable	Unreliable
	"Thurston County, NE"	"31173"	"2018"	"2018"	12	7303	Unreliable	Unreliable
	"Valley County, NE"	"31175"	"2015"	"2015"	11	4154	Unreliable	Unreliable
	"Valley County, NE"	"31175"	"2016"	"2016"	10	4184	Unreliable	Unreliable
	"Washington County, NE"	"31177"	"2015"	"2015"	22	20248	108.7	85.3
	"Washington County, NE"	"31177"	"2016"	"2016"	17	20603	Unreliable	Unreliable
	"Washington County, NE"	"31177"	"2017"	"2017"	27	20721	130.3	107.8
	"Washington County, NE"	"31177"	"2018"	"2018"	24	20667	116.1	85.7
	"Wayne County, NE"	"31179"	"2016"	"2016"	11	9365	Unreliable	Unreliable
	"Wayne County, NE"	"31179"	"2018"	"2018"	11	9403	Unreliable	Unreliable
	"Webster County, NE"	"31181"	"2016"	"2016"	13	3603	Unreliable	Unreliable
	"York County, NE"	"31185"	"2015"	"2015"	32	13806	231.8	155.8
	"York County, NE"	"31185"	"2016"	"2016"	34	13794	246.5	154.4
	"York County, NE"	"31185"	"2017"	"2017"	25	13806	181.1	129.6
	"York County, NE"	"31185"	"2018"	"2018"	27	13772	196.0	121.2
	"Churchill County, NV"	"32001"	"2015"	"2015"	32	24200	132.2	122.4
	"Churchill County, NV"	"32001"	"2016"	"2016"	35	24198	144.6	120.4
	"Churchill County, NV"	"32001"	"2017"	"2017"	35	24230	144.4	133.7
	"Churchill County, NV"	"32001"	"2018"	"2018"	49	24440	200.5	187.8
	"Clark County, NV"	"32003"	"2015"	"2015"	1831	2114801	86.6	87.1
	"Clark County, NV"	"32003"	"2016"	"2016"	2089	2155664	96.9	97.9
	"Clark County, NV"	"32003"	"2017"	"2017"	2236	2204079	101.4	102.1
	"Clark County, NV"	"32003"	"2018"	"2018"	2297	2231647	102.9	101.6
	"Douglas County, NV"	"32005"	"2015"	"2015"	64	47710	134.1	109.0
	"Douglas County, NV"	"32005"	"2016"	"2016"	62	48020	129.1	91.7
	"Douglas County, NV"	"32005"	"2017"	"2017"	49	48309	101.4	87.1
	"Douglas County, NV"	"32005"	"2018"	"2018"	60	48467	123.8	89.0
	"Elko County, NV"	"32007"	"2015"	"2015"	48	51935	92.4	101.1
	"Elko County, NV"	"32007"	"2016"	"2016"	47	52168	90.1	99.0
	"Elko County, NV"	"32007"	"2017"	"2017"	54	52649	102.6	113.0
	"Elko County, NV"	"32007"	"2018"	"2018"	51	52460	97.2	104.2
	"Humboldt County, NV"	"32013"	"2015"	"2015"	15	17019	Unreliable	Unreliable
	"Humboldt County, NV"	"32013"	"2016"	"2016"	27	16842	160.3	180.8
	"Humboldt County, NV"	"32013"	"2017"	"2017"	21	16826	124.8	129.0
	"Humboldt County, NV"	"32013"	"2018"	"2018"	28	16786	166.8	164.5
	"Lander County, NV"	"32015"	"2018"	"2018"	10	5575	Unreliable	Unreliable
	"Lyon County, NV"	"32019"	"2015"	"2015"	62	52585	117.9	112.9
	"Lyon County, NV"	"32019"	"2016"	"2016"	65	53179	122.2	109.9
	"Lyon County, NV"	"32019"	"2017"	"2017"	78	54122	144.1	134.9
	"Lyon County, NV"	"32019"	"2018"	"2018"	74	55808	132.6	112.9
	"Mineral County, NV"	"32021"	"2016"	"2016"	12	4449	Unreliable	Unreliable
	"Nye County, NV"	"32023"	"2015"	"2015"	59	42477	138.9	146.1
	"Nye County, NV"	"32023"	"2016"	"2016"	68	43423	156.6	142.9
	"Nye County, NV"	"32023"	"2017"	"2017"	79	44202	178.7	132.0
	"Nye County, NV"	"32023"	"2018"	"2018"	78	45346	172.0	136.3
	"Pershing County, NV"	"32027"	"2017"	"2017"	11	6508	Unreliable	Unreliable
	"Washoe County, NV"	"32031"	"2015"	"2015"	474	446903	106.1	103.6
	"Washoe County, NV"	"32031"	"2016"	"2016"	547	453616	120.6	114.9
	"Washoe County, NV"	"32031"	"2017"	"2017"	558	460587	121.1	113.3
	"Washoe County, NV"	"32031"	"2018"	"2018"	517	465735	111.0	103.2
	"White Pine County, NV"	"32033"	"2015"	"2015"	14	9811	Unreliable	Unreliable
	"White Pine County, NV"	"32033"	"2016"	"2016"	13	9682	Unreliable	Unreliable
	"White Pine County, NV"	"32033"	"2017"	"2017"	13	9592	Unreliable	Unreliable
	"White Pine County, NV"	"32033"	"2018"	"2018"	13	9475	Unreliable	Unreliable
	"Carson City, NV"	"32510"	"2015"	"2015"	111	54521	203.6	171.1
	"Carson City, NV"	"32510"	"2016"	"2016"	99	54742	180.8	143.2
	"Carson City, NV"	"32510"	"2017"	"2017"	108	54745	197.3	163.6
	"Carson City, NV"	"32510"	"2018"	"2018"	101	55414	182.3	149.8
	"Belknap County, NH"	"33001"	"2015"	"2015"	130	60641	214.4	169.5
	"Belknap County, NH"	"33001"	"2016"	"2016"	148	60779	243.5	185.7
	"Belknap County, NH"	"33001"	"2017"	"2017"	144	60785	236.9	185.2
	"Belknap County, NH"	"33001"	"2018"	"2018"	167	61022	273.7	203.1
	"Carroll County, NH"	"33003"	"2015"	"2015"	96	47285	203.0	152.0
	"Carroll County, NH"	"33003"	"2016"	"2016"	85	47289	179.7	133.6
	"Carroll County, NH"	"33003"	"2017"	"2017"	95	48064	197.7	143.3
	"Carroll County, NH"	"33003"	"2018"	"2018"	112	48779	229.6	171.6
	"Cheshire County, NH"	"33005"	"2015"	"2015"	99	75909	130.4	108.2
	"Cheshire County, NH"	"33005"	"2016"	"2016"	128	75774	168.9	141.5
	"Cheshire County, NH"	"33005"	"2017"	"2017"	130	75960	171.1	148.7
	"Cheshire County, NH"	"33005"	"2018"	"2018"	127	76493	166.0	143.7
	"Coos County, NH"	"33007"	"2015"	"2015"	61	31212	195.4	149.0
	"Coos County, NH"	"33007"	"2016"	"2016"	66	32039	206.0	161.7
	"Coos County, NH"	"33007"	"2017"	"2017"	56	31634	177.0	137.4
	"Coos County, NH"	"33007"	"2018"	"2018"	63	31589	199.4	133.4
	"Grafton County, NH"	"33009"	"2015"	"2015"	128	89320	143.3	108.6
	"Grafton County, NH"	"33009"	"2016"	"2016"	126	88888	141.8	106.0
	"Grafton County, NH"	"33009"	"2017"	"2017"	129	89386	144.3	112.9
	"Grafton County, NH"	"33009"	"2018"	"2018"	132	89786	147.0	107.3
	"Hillsborough County, NH"	"33011"	"2015"	"2015"	606	406678	149.0	137.4
	"Hillsborough County, NH"	"33011"	"2016"	"2016"	645	407761	158.2	147.9
	"Hillsborough County, NH"	"33011"	"2017"	"2017"	682	409697	166.5	148.5
	"Hillsborough County, NH"	"33011"	"2018"	"2018"	633	415247	152.4	137.4
	"Merrimack County, NH"	"33013"	"2015"	"2015"	251	147994	169.6	142.0
	"Merrimack County, NH"	"33013"	"2016"	"2016"	250	148582	168.3	137.9
	"Merrimack County, NH"	"33013"	"2017"	"2017"	248	149216	166.2	135.4
	"Merrimack County, NH"	"33013"	"2018"	"2018"	314	151132	207.8	169.5
	"Rockingham County, NH"	"33015"	"2015"	"2015"	437	301777	144.8	134.0
	"Rockingham County, NH"	"33015"	"2016"	"2016"	400	303251	131.9	122.0
	"Rockingham County, NH"	"33015"	"2017"	"2017"	437	306363	142.6	127.5
	"Rockingham County, NH"	"33015"	"2018"	"2018"	466	309176	150.7	133.2
	"Strafford County, NH"	"33017"	"2015"	"2015"	199	126825	156.9	153.4
	"Strafford County, NH"	"33017"	"2016"	"2016"	230	127428	180.5	169.5
	"Strafford County, NH"	"33017"	"2017"	"2017"	243	128613	188.9	178.6
	"Strafford County, NH"	"33017"	"2018"	"2018"	223	130090	171.4	167.8
	"Sullivan County, NH"	"33019"	"2015"	"2015"	68	42967	158.3	126.0
	"Sullivan County, NH"	"33019"	"2016"	"2016"	67	43004	155.8	135.1
	"Sullivan County, NH"	"33019"	"2017"	"2017"	73	43077	169.5	119.1
	"Sullivan County, NH"	"33019"	"2018"	"2018"	71	43144	164.6	121.9
	"Atlantic County, NJ"	"34001"	"2015"	"2015"	298	274219	108.7	100.5
	"Atlantic County, NJ"	"34001"	"2016"	"2016"	325	270991	119.9	108.5
	"Atlantic County, NJ"	"34001"	"2017"	"2017"	387	269918	143.4	135.3
	"Atlantic County, NJ"	"34001"	"2018"	"2018"	410	265429	154.5	140.0
	"Bergen County, NJ"	"34003"	"2015"	"2015"	753	938506	80.2	61.3
	"Bergen County, NJ"	"34003"	"2016"	"2016"	778	939151	82.8	64.3
	"Bergen County, NJ"	"34003"	"2017"	"2017"	803	948406	84.7	65.7
	"Bergen County, NJ"	"34003"	"2018"	"2018"	861	936692	91.9	71.6
	"Burlington County, NJ"	"34005"	"2015"	"2015"	464	450226	103.1	87.9
	"Burlington County, NJ"	"34005"	"2016"	"2016"	485	449284	107.9	93.5
	"Burlington County, NJ"	"34005"	"2017"	"2017"	549	448596	122.4	106.6
	"Burlington County, NJ"	"34005"	"2018"	"2018"	590	445384	132.5	115.1
	"Camden County, NJ"	"34007"	"2015"	"2015"	582	510923	113.9	103.9
	"Camden County, NJ"	"34007"	"2016"	"2016"	619	510150	121.3	113.0
	"Camden County, NJ"	"34007"	"2017"	"2017"	732	510719	143.3	133.7
	"Camden County, NJ"	"34007"	"2018"	"2018"	772	507078	152.2	140.8
	"Cape May County, NJ"	"34009"	"2015"	"2015"	121	94727	127.7	102.3
	"Cape May County, NJ"	"34009"	"2016"	"2016"	129	94430	136.6	108.5
	"Cape May County, NJ"	"34009"	"2017"	"2017"	158	93553	168.9	138.5
	"Cape May County, NJ"	"34009"	"2018"	"2018"	154	92560	166.4	142.7
	"Cumberland County, NJ"	"34011"	"2015"	"2015"	200	155854	128.3	120.8
	"Cumberland County, NJ"	"34011"	"2016"	"2016"	218	153797	141.7	131.5
	"Cumberland County, NJ"	"34011"	"2017"	"2017"	246	152538	161.3	152.6
	"Cumberland County, NJ"	"34011"	"2018"	"2018"	283	150972	187.5	178.2
	"Essex County, NJ"	"34013"	"2015"	"2015"	702	797434	88.0	84.7
	"Essex County, NJ"	"34013"	"2016"	"2016"	824	796914	103.4	97.8
	"Essex County, NJ"	"34013"	"2017"	"2017"	884	808285	109.4	102.9
	"Essex County, NJ"	"34013"	"2018"	"2018"	876	799767	109.5	101.1
	"Gloucester County, NJ"	"34015"	"2015"	"2015"	310	291479	106.4	99.7
	"Gloucester County, NJ"	"34015"	"2016"	"2016"	322	292330	110.1	105.5
	"Gloucester County, NJ"	"34015"	"2017"	"2017"	379	292206	129.7	125.6
	"Gloucester County, NJ"	"34015"	"2018"	"2018"	371	291408	127.3	122.0
	"Hudson County, NJ"	"34017"	"2015"	"2015"	351	674836	52.0	54.3
	"Hudson County, NJ"	"34017"	"2016"	"2016"	417	677983	61.5	64.8
	"Hudson County, NJ"	"34017"	"2017"	"2017"	477	691643	69.0	69.1
	"Hudson County, NJ"	"34017"	"2018"	"2018"	500	676061	74.0	73.6
	"Hunterdon County, NJ"	"34019"	"2015"	"2015"	132	125488	105.2	89.6
	"Hunterdon County, NJ"	"34019"	"2016"	"2016"	143	124676	114.7	98.1
	"Hunterdon County, NJ"	"34019"	"2017"	"2017"	134	125059	107.1	94.2
	"Hunterdon County, NJ"	"34019"	"2018"	"2018"	120	124714	96.2	78.2
	"Mercer County, NJ"	"34021"	"2015"	"2015"	370	371398	99.6	87.8
	"Mercer County, NJ"	"34021"	"2016"	"2016"	353	371023	95.1	82.7
	"Mercer County, NJ"	"34021"	"2017"	"2017"	398	374733	106.2	94.0
	"Mercer County, NJ"	"34021"	"2018"	"2018"	446	369811	120.6	107.4
	"Middlesex County, NJ"	"34023"	"2015"	"2015"	627	840900	74.6	67.1
	"Middlesex County, NJ"	"34023"	"2016"	"2016"	739	837073	88.3	80.2
	"Middlesex County, NJ"	"34023"	"2017"	"2017"	728	842798	86.4	78.3
	"Middlesex County, NJ"	"34023"	"2018"	"2018"	753	829685	90.8	81.6
	"Monmouth County, NJ"	"34025"	"2015"	"2015"	641	628715	102.0	85.3
	"Monmouth County, NJ"	"34025"	"2016"	"2016"	658	625846	105.1	88.1
	"Monmouth County, NJ"	"34025"	"2017"	"2017"	782	626351	124.9	106.4
	"Monmouth County, NJ"	"34025"	"2018"	"2018"	816	621354	131.3	110.7
	"Morris County, NJ"	"34027"	"2015"	"2015"	483	499509	96.7	77.0
	"Morris County, NJ"	"34027"	"2016"	"2016"	489	498423	98.1	78.9
	"Morris County, NJ"	"34027"	"2017"	"2017"	481	499693	96.3	77.9
	"Morris County, NJ"	"34027"	"2018"	"2018"	483	494228	97.7	78.4
	"Ocean County, NJ"	"34029"	"2015"	"2015"	689	588721	117.0	89.6
	"Ocean County, NJ"	"34029"	"2016"	"2016"	752	592497	126.9	102.2
	"Ocean County, NJ"	"34029"	"2017"	"2017"	775	597943	129.6	103.8
	"Ocean County, NJ"	"34029"	"2018"	"2018"	780	601651	129.6	108.0
	"Passaic County, NJ"	"34031"	"2015"	"2015"	382	510916	74.8	70.5
	"Passaic County, NJ"	"34031"	"2016"	"2016"	461	507945	90.8	84.5
	"Passaic County, NJ"	"34031"	"2017"	"2017"	481	512607	93.8	86.6
	"Passaic County, NJ"	"34031"	"2018"	"2018"	513	503310	101.9	94.5
	"Salem County, NJ"	"34033"	"2015"	"2015"	91	64180	141.8	125.8
	"Salem County, NJ"	"34033"	"2016"	"2016"	97	63436	152.9	126.7
	"Salem County, NJ"	"34033"	"2017"	"2017"	98	62792	156.1	135.6
	"Salem County, NJ"	"34033"	"2018"	"2018"	118	62607	188.5	169.2
	"Somerset County, NJ"	"34035"	"2015"	"2015"	274	333654	82.1	69.5
	"Somerset County, NJ"	"34035"	"2016"	"2016"	294	333751	88.1	75.2
	"Somerset County, NJ"	"34035"	"2017"	"2017"	354	335432	105.5	88.8
	"Somerset County, NJ"	"34035"	"2018"	"2018"	317	331164	95.7	79.4
	"Sussex County, NJ"	"34037"	"2015"	"2015"	154	143673	107.2	104.9
	"Sussex County, NJ"	"34037"	"2016"	"2016"	151	142522	105.9	100.2
	"Sussex County, NJ"	"34037"	"2017"	"2017"	154	141682	108.7	102.1
	"Sussex County, NJ"	"34037"	"2018"	"2018"	158	140799	112.2	109.2
	"Union County, NJ"	"34039"	"2015"	"2015"	429	555786	77.2	70.1
	"Union County, NJ"	"34039"	"2016"	"2016"	414	555630	74.5	68.3
	"Union County, NJ"	"34039"	"2017"	"2017"	496	563892	88.0	77.8
	"Union County, NJ"	"34039"	"2018"	"2018"	515	558067	92.3	83.7
	"Warren County, NJ"	"34041"	"2015"	"2015"	115	106869	107.6	97.5
	"Warren County, NJ"	"34041"	"2016"	"2016"	112	106617	105.0	97.2
	"Warren County, NJ"	"34041"	"2017"	"2017"	134	106798	125.5	107.5
	"Warren County, NJ"	"34041"	"2018"	"2018"	124	105779	117.2	102.0
	"Bernalillo County, NM"	"35001"	"2015"	"2015"	1088	676685	160.8	151.4
	"Bernalillo County, NM"	"35001"	"2016"	"2016"	1039	676953	153.5	142.8
	"Bernalillo County, NM"	"35001"	"2017"	"2017"	1090	676773	161.1	149.6
	"Bernalillo County, NM"	"35001"	"2018"	"2018"	1060	678701	156.2	143.2
	"Catron County, NM"	"35003"	"2016"	"2016"	10	3508	Unreliable	Unreliable
	"Catron County, NM"	"35003"	"2018"	"2018"	10	3578	Unreliable	Unreliable
	"Chaves County, NM"	"35005"	"2015"	"2015"	81	65764	123.2	119.9
	"Chaves County, NM"	"35005"	"2016"	"2016"	76	65282	116.4	110.3
	"Chaves County, NM"	"35005"	"2017"	"2017"	92	64866	141.8	139.3
	"Chaves County, NM"	"35005"	"2018"	"2018"	82	64689	126.8	123.5
	"Cibola County, NM"	"35006"	"2015"	"2015"	41	27329	150.0	149.7
	"Cibola County, NM"	"35006"	"2016"	"2016"	49	27487	178.3	185.5
	"Cibola County, NM"	"35006"	"2017"	"2017"	41	26853	152.7	139.6
	"Cibola County, NM"	"35006"	"2018"	"2018"	36	26746	134.6	132.5
	"Colfax County, NM"	"35007"	"2015"	"2015"	21	12414	169.2	120.0
	"Colfax County, NM"	"35007"	"2016"	"2016"	33	12253	269.3	269.2
	"Colfax County, NM"	"35007"	"2017"	"2017"	18	12174	Unreliable	Unreliable
	"Colfax County, NM"	"35007"	"2018"	"2018"	25	12110	206.4	196.9
	"Curry County, NM"	"35009"	"2015"	"2015"	70	50398	138.9	147.1
	"Curry County, NM"	"35009"	"2016"	"2016"	63	50280	125.3	131.5
	"Curry County, NM"	"35009"	"2017"	"2017"	59	49812	118.4	124.0
	"Curry County, NM"	"35009"	"2018"	"2018"	53	49437	107.2	115.8
	"Dona Ana County, NM"	"35013"	"2015"	"2015"	275	214295	128.3	126.6
	"Dona Ana County, NM"	"35013"	"2016"	"2016"	276	214207	128.8	122.5
	"Dona Ana County, NM"	"35013"	"2017"	"2017"	257	215579	119.2	113.2
	"Dona Ana County, NM"	"35013"	"2018"	"2018"	258	217522	118.6	113.0
	"Eddy County, NM"	"35015"	"2015"	"2015"	103	57578	178.9	179.1
	"Eddy County, NM"	"35015"	"2016"	"2016"	85	57621	147.5	147.7
	"Eddy County, NM"	"35015"	"2017"	"2017"	83	56997	145.6	141.9
	"Eddy County, NM"	"35015"	"2018"	"2018"	109	57900	188.3	186.0
	"Grant County, NM"	"35017"	"2015"	"2015"	60	28609	209.7	169.9
	"Grant County, NM"	"35017"	"2016"	"2016"	67	28280	236.9	181.0
	"Grant County, NM"	"35017"	"2017"	"2017"	64	27687	231.2	182.3
	"Grant County, NM"	"35017"	"2018"	"2018"	64	27346	234.0	170.0
	"Hidalgo County, NM"	"35023"	"2015"	"2015"	13	4423	Unreliable	Unreliable
	"Hidalgo County, NM"	"35023"	"2016"	"2016"	12	4302	Unreliable	Unreliable
	"Hidalgo County, NM"	"35023"	"2018"	"2018"	10	4240	Unreliable	Unreliable
	"Lea County, NM"	"35025"	"2015"	"2015"	78	71180	109.6	120.6
	"Lea County, NM"	"35025"	"2016"	"2016"	68	69749	97.5	104.7
	"Lea County, NM"	"35025"	"2017"	"2017"	70	68759	101.8	111.4
	"Lea County, NM"	"35025"	"2018"	"2018"	82	69611	117.8	127.2
	"Lincoln County, NM"	"35027"	"2015"	"2015"	33	19420	169.9	137.5
	"Lincoln County, NM"	"35027"	"2016"	"2016"	36	19429	185.3	204.4
	"Lincoln County, NM"	"35027"	"2017"	"2017"	35	19395	180.5	176.1
	"Lincoln County, NM"	"35027"	"2018"	"2018"	34	19556	173.9	150.9
	"Los Alamos County, NM"	"35028"	"2015"	"2015"	18	17785	Unreliable	Unreliable
	"Los Alamos County, NM"	"35028"	"2016"	"2016"	28	18147	154.3	126.7
	"Los Alamos County, NM"	"35028"	"2017"	"2017"	18	18738	Unreliable	Unreliable
	"Los Alamos County, NM"	"35028"	"2018"	"2018"	20	19101	104.7	84.6
	"Luna County, NM"	"35029"	"2015"	"2015"	33	24518	134.6	118.7
	"Luna County, NM"	"35029"	"2016"	"2016"	38	24450	155.4	134.8
	"Luna County, NM"	"35029"	"2017"	"2017"	41	24078	170.3	149.1
	"Luna County, NM"	"35029"	"2018"	"2018"	40	23963	166.9	140.2
	"McKinley County, NM"	"35031"	"2015"	"2015"	118	76708	153.8	176.2
	"McKinley County, NM"	"35031"	"2016"	"2016"	160	74923	213.6	236.1
	"McKinley County, NM"	"35031"	"2017"	"2017"	145	72564	199.8	218.9
	"McKinley County, NM"	"35031"	"2018"	"2018"	194	72290	268.4	280.6
	"Mora County, NM"	"35033"	"2015"	"2015"	11	4596	Unreliable	Unreliable
	"Mora County, NM"	"35033"	"2016"	"2016"	11	4504	Unreliable	Unreliable
	"Otero County, NM"	"35035"	"2015"	"2015"	83	64362	129.0	116.2
	"Otero County, NM"	"35035"	"2016"	"2016"	93	65410	142.2	129.4
	"Otero County, NM"	"35035"	"2017"	"2017"	92	65817	139.8	130.2
	"Otero County, NM"	"35035"	"2018"	"2018"	100	66781	149.7	141.4
	"Quay County, NM"	"35037"	"2015"	"2015"	13	8455	Unreliable	Unreliable
	"Quay County, NM"	"35037"	"2016"	"2016"	24	8365	286.9	254.0
	"Quay County, NM"	"35037"	"2017"	"2017"	16	8306	Unreliable	Unreliable
	"Quay County, NM"	"35037"	"2018"	"2018"	12	8253	Unreliable	Unreliable
	"Rio Arriba County, NM"	"35039"	"2015"	"2015"	101	39465	255.9	274.9
	"Rio Arriba County, NM"	"35039"	"2016"	"2016"	87	40040	217.3	223.3
	"Rio Arriba County, NM"	"35039"	"2017"	"2017"	85	39159	217.1	227.2
	"Rio Arriba County, NM"	"35039"	"2018"	"2018"	104	39006	266.6	286.5
	"Roosevelt County, NM"	"35041"	"2015"	"2015"	21	19120	109.8	120.6
	"Roosevelt County, NM"	"35041"	"2016"	"2016"	26	19082	136.3	139.1
